entry, positiv, negativ, pstv, affil, ngtv, hostile, strong, power, weak, submit, active, passive, pleasur, pain, feel, arousal, emot, virtue, vice, ovrst, undrst, academ, doctrin, econ@, exch, econ, exprsv, legal, milit, polit@, polit, relig, role, coll, work, ritual, socrel, race, kin@, male, female, nonadlt, hu, ani, place, social, region, route, aquatic, land, sky, object, tool, food, vehicle, bldgpt, comnobj, natobj, bodypt, comform, com, say, need, goal, try, means, persist, complet, fail, natrpro, begin, vary, increas, decreas, finish, stay, rise, exert, fetch, travel, fall, think, know, causal, ought, perceiv, compare, eval@, eval, solve, abs@, abs, quality, quan, numb, ord, card, freq, dist, time@, time, space, pos, dim, rel, color, self, our, you, name, yes, no, negate, intrj, iav, dav, sv, ipadj, indadj, powgain, powloss, powends, powaren, powcon, powcoop, powaupt, powpt, powdoct, powauth, powoth, powtot, rcethic, rcrelig, rcgain, rcloss, rcends, rctot, rspgain, rsploss, rspoth, rsptot, affgain, affloss, affpt, affoth, afftot, wltpt, wlttran, wltoth, wlttot, wlbgain, wlbloss, wlbphys, wlbpsyc, wlbpt, wlbtot, enlgain, enlloss, enlends, enlpt, enloth, enltot, sklasth, sklpt, skloth, skltot, trngain, trnloss, tranlw, meanslw, endslw, arenalw, ptlw, nation, anomie, negaff, posaff, surelw, if, notlw, timespc, formlw, 
mt0007644103, 38, 1, 38, 22, 1, 42, 54, 15, 2, 1, 28, 24, 9, 0, 0, 8, 13, 21, 0, 10, 15, 0, 0, 1, 0, 0, 0, 8, 0, 0, 0, 0, 2, 0, 12, 0, 25, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 0, 0, 0, 1, 4, 1, 1, 0, 0, 0, 0, 0, 0, 12, 11, 0, 0, 0, 0, 0, 0, 0, 18, 3, 1, 1, 0, 0, 7, 3, 3, 0, 38, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0, 1, 0, 25, 0, 26, 0, 0, 15, 60, 19, 29, 23, 24, 0, 0, 3, 11, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 9, 0, 0, 0, 0, 9, 0, 0, 0, 0, 13, 0, 0, 7, 20, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 3, 0, 6, 0, 9, 18, 0, 0, 0, 0, 0, 0, 27, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 75, 7, 18, 
mt0007656256, 14, 4, 14, 13, 4, 4, 16, 7, 18, 0, 43, 19, 2, 3, 0, 0, 6, 1, 0, 7, 5, 0, 0, 5, 4, 0, 16, 0, 0, 2, 4, 4, 3, 2, 0, 2, 13, 0, 0, 0, 0, 0, 5, 0, 9, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 6, 1, 5, 5, 3, 5, 6, 2, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 2, 10, 0, 0, 2, 1, 0, 3, 0, 0, 0, 6, 2, 2, 3, 5, 0, 0, 0, 0, 0, 15, 0, 30, 0, 6, 0, 0, 9, 0, 17, 0, 0, 0, 2, 0, 40, 14, 10, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 2, 0, 0, 9, 2, 4, 0, 0, 0, 6, 0, 1, 0, 1, 4, 0, 0, 5, 9, 0, 4, 0, 4, 0, 0, 0, 7, 0, 7, 2, 0, 5, 0, 6, 13, 0, 0, 1, 1, 0, 0, 13, 0, 4, 0, 0, 0, 0, 1, 0, 4, 0, 2, 38, 8, 
mt0007730975, 10, 10, 10, 6, 10, 4, 13, 3, 4, 0, 9, 3, 0, 0, 0, 4, 2, 0, 2, 1, 10, 0, 0, 1, 0, 3, 0, 0, 1, 0, 2, 2, 1, 2, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 1, 1, 7, 1, 0, 0, 0, 0, 2, 0, 1, 1, 7, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 3, 13, 1, 0, 0, 0, 0, 0, 4, 3, 9, 0, 0, 3, 1, 1, 3, 0, 2, 0, 0, 0, 0, 10, 5, 10, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 3, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 0, 0, 1, 1, 0, 0, 1, 0, 2, 3, 2, 0, 0, 0, 3, 5, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 1, 
mt0007734469, 13, 15, 12, 11, 13, 10, 21, 7, 7, 2, 34, 10, 0, 1, 0, 2, 1, 7, 4, 9, 2, 2, 2, 3, 0, 3, 2, 1, 1, 1, 3, 1, 8, 4, 7, 1, 17, 0, 2, 3, 0, 0, 12, 0, 3, 0, 0, 1, 1, 0, 1, 11, 4, 2, 0, 2, 1, 2, 4, 6, 3, 0, 1, 2, 1, 3, 0, 1, 1, 4, 1, 3, 3, 1, 1, 0, 0, 2, 4, 3, 0, 0, 7, 3, 0, 5, 0, 0, 2, 5, 1, 1, 9, 5, 0, 0, 0, 0, 0, 2, 0, 10, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 2, 43, 8, 2, 0, 2, 1, 0, 0, 0, 3, 0, 2, 0, 0, 0, 4, 10, 0, 0, 1, 0, 0, 1, 0, 0, 4, 4, 0, 0, 3, 0, 3, 1, 0, 3, 4, 0, 1, 2, 0, 0, 3, 0, 0, 0, 1, 9, 10, 0, 0, 1, 1, 0, 1, 2, 0, 1, 1, 0, 0, 0, 1, 0, 4, 1, 2, 5, 4, 
mt0007795217, 22, 20, 21, 16, 17, 12, 37, 6, 9, 8, 45, 55, 3, 3, 0, 4, 7, 11, 8, 26, 13, 0, 0, 2, 0, 4, 0, 2, 0, 2, 6, 0, 4, 0, 4, 2, 16, 0, 0, 7, 7, 1, 4, 0, 2, 0, 0, 2, 0, 0, 0, 5, 4, 0, 0, 1, 0, 0, 1, 17, 7, 1, 32, 2, 1, 19, 2, 1, 1, 4, 1, 2, 0, 0, 1, 2, 1, 3, 3, 7, 0, 0, 7, 16, 1, 6, 0, 1, 11, 10, 3, 5, 2, 12, 0, 0, 0, 3, 0, 16, 1, 18, 0, 0, 3, 1, 35, 0, 43, 1, 1, 1, 8, 4, 49, 22, 30, 0, 3, 3, 1, 0, 0, 5, 0, 1, 0, 0, 0, 3, 13, 2, 0, 0, 0, 1, 3, 0, 1, 3, 4, 6, 0, 0, 4, 10, 0, 0, 2, 2, 0, 0, 4, 1, 1, 6, 4, 0, 0, 0, 10, 14, 0, 0, 0, 0, 2, 2, 23, 0, 17, 0, 1, 1, 0, 6, 4, 17, 3, 11, 14, 6, 
mt0007805279, 61, 78, 61, 45, 72, 53, 102, 25, 43, 6, 180, 64, 2, 10, 0, 23, 12, 11, 7, 41, 23, 0, 1, 18, 3, 20, 12, 6, 0, 8, 14, 1, 19, 4, 19, 8, 73, 1, 0, 4, 0, 6, 25, 1, 22, 8, 7, 1, 1, 4, 1, 35, 15, 7, 1, 3, 6, 3, 10, 22, 17, 5, 8, 6, 16, 13, 6, 16, 8, 19, 7, 5, 2, 2, 5, 6, 2, 9, 13, 40, 1, 0, 13, 18, 8, 4, 1, 1, 4, 22, 12, 17, 22, 42, 9, 2, 7, 11, 0, 51, 5, 51, 3, 4, 13, 1, 46, 2, 15, 0, 4, 1, 4, 11, 195, 64, 45, 1, 2, 6, 9, 0, 8, 5, 6, 1, 3, 2, 0, 20, 60, 11, 1, 2, 0, 0, 14, 0, 2, 8, 10, 11, 0, 2, 7, 20, 0, 0, 11, 11, 1, 4, 23, 0, 2, 30, 10, 0, 0, 0, 23, 33, 2, 1, 3, 6, 10, 3, 25, 1, 11, 1, 4, 0, 0, 8, 7, 11, 5, 4, 71, 17, 
mt0007859380, 29, 11, 31, 40, 11, 12, 40, 28, 15, 0, 57, 21, 12, 0, 0, 2, 12, 25, 0, 22, 12, 0, 0, 17, 1, 1, 6, 3, 0, 0, 1, 0, 39, 0, 16, 16, 20, 0, 0, 0, 7, 18, 39, 0, 5, 0, 0, 0, 0, 0, 5, 9, 0, 0, 9, 0, 0, 0, 1, 9, 4, 5, 0, 1, 1, 4, 0, 0, 0, 8, 4, 4, 0, 0, 0, 0, 0, 2, 0, 13, 0, 0, 2, 0, 0, 1, 1, 0, 7, 6, 1, 2, 3, 9, 0, 0, 0, 3, 0, 10, 1, 5, 0, 0, 0, 0, 21, 0, 30, 0, 8, 1, 4, 9, 40, 19, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 4, 0, 1, 0, 0, 5, 1, 0, 2, 3, 17, 0, 0, 23, 40, 0, 0, 9, 9, 0, 2, 0, 0, 30, 32, 8, 0, 0, 0, 4, 12, 0, 1, 0, 1, 0, 0, 3, 0, 20, 0, 3, 0, 0, 0, 2, 16, 1, 5, 5, 6, 
mt0007868583, 44, 78, 42, 21, 79, 55, 65, 18, 28, 3, 88, 36, 1, 28, 0, 14, 17, 27, 10, 17, 12, 0, 0, 13, 2, 3, 3, 17, 7, 0, 0, 0, 3, 0, 6, 15, 59, 0, 0, 1, 0, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 4, 8, 3, 0, 2, 4, 7, 6, 0, 5, 13, 2, 2, 1, 4, 0, 0, 0, 0, 0, 4, 4, 16, 0, 6, 23, 3, 3, 0, 0, 6, 4, 1, 2, 0, 15, 0, 0, 0, 0, 0, 14, 1, 6, 0, 0, 9, 0, 13, 0, 47, 0, 11, 3, 15, 29, 85, 45, 42, 0, 0, 0, 3, 0, 0, 29, 0, 0, 0, 0, 0, 2, 34, 17, 0, 1, 0, 0, 18, 1, 2, 2, 5, 5, 0, 1, 0, 6, 0, 0, 6, 6, 0, 14, 1, 22, 0, 37, 0, 0, 14, 0, 5, 19, 0, 0, 3, 3, 11, 8, 9, 4, 7, 0, 10, 0, 0, 0, 2, 14, 3, 10, 18, 4, 
mt0007885722, 13, 47, 13, 12, 42, 16, 15, 7, 19, 6, 10, 54, 3, 10, 0, 2, 12, 7, 19, 5, 1, 0, 3, 4, 0, 1, 5, 2, 0, 4, 4, 1, 9, 2, 17, 1, 4, 0, 0, 5, 0, 0, 11, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 3, 0, 0, 13, 0, 1, 8, 0, 0, 3, 9, 0, 0, 0, 0, 1, 0, 0, 3, 0, 3, 0, 0, 3, 4, 0, 7, 1, 0, 3, 0, 1, 1, 11, 8, 5, 5, 0, 0, 0, 7, 0, 18, 5, 0, 2, 0, 20, 0, 4, 0, 0, 0, 0, 0, 32, 10, 33, 0, 2, 0, 0, 0, 0, 3, 0, 3, 0, 1, 0, 10, 17, 2, 0, 0, 0, 1, 3, 0, 0, 0, 0, 5, 0, 5, 2, 12, 1, 0, 0, 1, 0, 11, 18, 0, 0, 29, 0, 0, 0, 0, 1, 1, 1, 0, 3, 4, 0, 5, 19, 2, 6, 0, 0, 0, 0, 3, 1, 0, 0, 0, 13, 3, 
mt0007886392, 38, 8, 40, 17, 8, 16, 17, 7, 4, 0, 34, 5, 24, 0, 0, 4, 20, 10, 2, 19, 8, 4, 2, 2, 0, 0, 4, 1, 0, 0, 2, 0, 6, 0, 5, 2, 27, 0, 1, 2, 0, 2, 6, 0, 2, 1, 0, 1, 0, 0, 0, 4, 1, 2, 0, 0, 1, 0, 0, 14, 9, 3, 1, 0, 7, 6, 0, 7, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 7, 10, 0, 0, 13, 5, 7, 2, 3, 0, 15, 9, 1, 7, 0, 15, 2, 0, 2, 6, 0, 31, 6, 18, 0, 1, 5, 0, 16, 0, 1, 0, 8, 0, 0, 8, 54, 25, 32, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 6, 2, 0, 1, 0, 0, 3, 0, 0, 1, 1, 2, 0, 2, 2, 6, 0, 0, 0, 0, 0, 0, 0, 18, 4, 22, 7, 0, 0, 0, 6, 13, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 4, 0, 24, 8, 
mt0007983016, 9, 8, 8, 2, 7, 3, 12, 4, 6, 0, 28, 24, 0, 9, 0, 8, 6, 4, 2, 17, 8, 0, 0, 2, 0, 3, 1, 0, 0, 0, 2, 0, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 10, 4, 1, 1, 0, 0, 4, 3, 0, 0, 0, 0, 0, 2, 0, 6, 0, 0, 0, 1, 3, 3, 1, 1, 0, 2, 4, 0, 0, 0, 4, 0, 1, 0, 1, 3, 0, 0, 1, 0, 0, 0, 3, 0, 3, 11, 0, 2, 2, 8, 0, 0, 0, 6, 0, 18, 2, 12, 0, 1, 1, 0, 8, 1, 4, 1, 0, 0, 0, 2, 28, 9, 10, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 2, 2, 0, 1, 3, 0, 0, 0, 3, 3, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 5, 0, 1, 0, 7, 13, 0, 0, 1, 1, 0, 1, 2, 0, 2, 1, 0, 0, 0, 3, 2, 6, 1, 0, 7, 1, 
mt0008029439, 96, 30, 96, 101, 28, 22, 59, 20, 10, 0, 84, 76, 33, 1, 0, 16, 42, 24, 8, 18, 7, 4, 0, 3, 1, 2, 18, 23, 1, 0, 1, 0, 4, 14, 9, 15, 61, 0, 0, 3, 2, 1, 18, 0, 15, 13, 2, 0, 0, 0, 0, 39, 29, 3, 3, 2, 2, 0, 2, 21, 8, 0, 3, 0, 4, 1, 0, 3, 0, 7, 2, 8, 0, 0, 1, 0, 2, 5, 7, 6, 0, 0, 2, 8, 1, 4, 0, 0, 8, 4, 3, 3, 5, 24, 1, 1, 0, 0, 0, 21, 0, 25, 2, 4, 10, 0, 26, 12, 7, 0, 1, 1, 4, 3, 68, 32, 29, 1, 1, 0, 11, 0, 0, 2, 1, 0, 0, 0, 12, 2, 28, 12, 0, 1, 0, 0, 13, 1, 0, 2, 3, 53, 0, 2, 36, 91, 0, 0, 2, 2, 0, 1, 7, 0, 0, 8, 2, 1, 2, 0, 9, 14, 1, 0, 3, 4, 0, 0, 8, 0, 1, 0, 3, 0, 0, 1, 20, 5, 4, 5, 33, 11, 
mt0008046899, 42, 35, 44, 20, 35, 17, 41, 6, 21, 8, 48, 25, 0, 8, 0, 14, 9, 25, 5, 28, 34, 0, 0, 7, 0, 5, 3, 18, 0, 0, 0, 0, 17, 2, 13, 5, 22, 0, 0, 2, 37, 13, 19, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 6, 0, 2, 0, 3, 5, 13, 10, 1, 0, 0, 2, 5, 2, 1, 0, 8, 0, 6, 0, 0, 6, 3, 1, 1, 0, 7, 0, 0, 3, 1, 0, 10, 6, 0, 12, 3, 1, 1, 15, 57, 1, 0, 1, 0, 0, 17, 0, 30, 0, 14, 12, 0, 22, 1, 2, 0, 3, 3, 12, 6, 62, 18, 10, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 2, 4, 10, 15, 0, 2, 0, 0, 17, 1, 0, 4, 5, 7, 0, 1, 3, 11, 0, 0, 3, 3, 1, 6, 9, 7, 6, 29, 4, 0, 0, 0, 3, 7, 0, 0, 0, 0, 0, 3, 18, 0, 12, 0, 11, 0, 0, 4, 10, 16, 6, 15, 31, 8, 
mt0008105399, 24, 35, 22, 18, 36, 21, 32, 21, 19, 1, 68, 27, 6, 0, 0, 6, 10, 8, 12, 11, 11, 1, 0, 13, 0, 7, 5, 3, 0, 2, 2, 7, 10, 14, 10, 1, 28, 0, 1, 3, 0, 0, 24, 0, 7, 2, 0, 3, 2, 0, 0, 5, 3, 1, 0, 0, 1, 0, 4, 19, 5, 1, 5, 0, 4, 2, 0, 2, 3, 5, 0, 2, 1, 0, 2, 3, 1, 1, 4, 18, 0, 0, 2, 0, 1, 7, 0, 0, 5, 9, 2, 6, 3, 7, 0, 0, 0, 4, 0, 20, 4, 21, 0, 4, 4, 0, 16, 0, 35, 0, 6, 1, 1, 7, 82, 17, 21, 0, 1, 3, 2, 0, 0, 0, 0, 4, 1, 0, 0, 4, 14, 7, 3, 4, 0, 0, 14, 0, 0, 4, 4, 4, 0, 3, 4, 11, 0, 0, 5, 5, 1, 1, 5, 0, 6, 13, 5, 0, 0, 0, 10, 15, 0, 0, 4, 4, 0, 8, 6, 0, 2, 0, 2, 0, 0, 13, 1, 7, 5, 1, 14, 4, 
mt0008113039, 90, 27, 92, 90, 27, 18, 60, 21, 32, 5, 116, 95, 31, 4, 0, 4, 34, 23, 9, 35, 12, 0, 1, 8, 0, 1, 3, 13, 0, 0, 5, 0, 14, 0, 13, 5, 61, 0, 0, 0, 0, 7, 14, 1, 1, 0, 0, 0, 0, 1, 0, 19, 12, 0, 0, 0, 0, 7, 1, 26, 13, 6, 2, 2, 2, 13, 4, 6, 9, 20, 6, 4, 0, 1, 0, 6, 0, 4, 1, 28, 0, 0, 39, 10, 5, 18, 1, 0, 10, 41, 14, 20, 10, 18, 3, 3, 0, 5, 0, 42, 6, 17, 2, 5, 6, 1, 50, 0, 48, 0, 3, 0, 1, 12, 108, 64, 47, 0, 0, 0, 5, 0, 0, 1, 3, 0, 0, 0, 0, 13, 22, 9, 0, 2, 0, 4, 15, 1, 4, 2, 7, 40, 0, 0, 26, 66, 0, 0, 1, 1, 6, 0, 18, 0, 12, 36, 26, 0, 2, 0, 60, 88, 0, 0, 3, 3, 17, 2, 11, 0, 18, 0, 0, 0, 0, 3, 6, 22, 7, 0, 45, 17, 
mt0008131425, 31, 8, 31, 26, 8, 3, 11, 1, 6, 3, 20, 13, 1, 1, 0, 0, 1, 15, 1, 10, 4, 0, 0, 4, 2, 3, 1, 2, 1, 0, 0, 0, 4, 0, 5, 1, 9, 0, 1, 0, 0, 0, 4, 0, 5, 1, 2, 1, 0, 1, 0, 7, 4, 1, 0, 0, 1, 1, 0, 15, 8, 0, 0, 0, 2, 0, 3, 0, 1, 1, 0, 5, 0, 1, 0, 3, 0, 0, 1, 5, 3, 0, 2, 4, 0, 1, 0, 4, 9, 4, 0, 4, 4, 6, 2, 2, 0, 5, 0, 13, 4, 6, 3, 0, 4, 0, 5, 2, 15, 0, 0, 0, 1, 5, 25, 17, 1, 0, 4, 2, 0, 0, 0, 1, 5, 0, 0, 0, 0, 4, 12, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 5, 6, 0, 0, 3, 3, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 2, 4, 0, 2, 0, 0, 1, 0, 1, 13, 11, 0, 1, 12, 6, 
mt0008147388, 18, 43, 16, 11, 28, 27, 61, 18, 15, 0, 58, 12, 0, 2, 0, 0, 0, 15, 4, 27, 5, 1, 3, 3, 1, 2, 10, 3, 12, 17, 11, 0, 1, 6, 4, 8, 16, 0, 0, 0, 0, 0, 8, 0, 4, 1, 0, 0, 0, 2, 1, 6, 5, 0, 0, 0, 1, 0, 3, 7, 7, 0, 2, 3, 4, 16, 1, 3, 2, 6, 1, 1, 3, 0, 10, 0, 0, 16, 2, 10, 1, 0, 2, 5, 0, 0, 2, 0, 1, 6, 4, 9, 3, 19, 2, 2, 0, 5, 0, 30, 5, 20, 4, 1, 0, 0, 3, 1, 1, 0, 0, 0, 2, 1, 48, 19, 16, 0, 0, 6, 4, 1, 1, 17, 0, 1, 0, 0, 0, 6, 36, 1, 0, 1, 0, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 11, 2, 0, 13, 3, 1, 0, 0, 7, 11, 1, 0, 9, 10, 2, 5, 3, 2, 4, 3, 0, 0, 0, 0, 8, 11, 0, 2, 32, 6, 
mt0008149831, 6, 46, 5, 7, 39, 42, 67, 28, 8, 7, 65, 12, 1, 15, 0, 2, 4, 7, 10, 20, 9, 0, 0, 4, 2, 5, 0, 0, 4, 3, 7, 2, 4, 1, 4, 0, 18, 0, 0, 1, 0, 0, 5, 0, 6, 1, 0, 2, 0, 1, 2, 4, 4, 0, 0, 0, 0, 0, 2, 21, 10, 0, 2, 0, 4, 6, 0, 6, 5, 0, 2, 6, 0, 0, 1, 5, 2, 6, 6, 12, 0, 0, 5, 3, 0, 3, 0, 0, 5, 7, 0, 7, 5, 16, 0, 0, 0, 7, 2, 27, 5, 24, 0, 0, 0, 0, 7, 0, 14, 2, 0, 3, 12, 5, 70, 15, 11, 1, 2, 5, 3, 2, 0, 11, 0, 0, 3, 0, 3, 3, 30, 0, 3, 2, 0, 0, 5, 1, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 7, 3, 1, 16, 9, 0, 0, 0, 4, 13, 0, 0, 0, 0, 0, 3, 5, 0, 0, 1, 0, 0, 2, 2, 0, 10, 2, 15, 19, 10, 
mt0008154135, 16, 18, 16, 17, 16, 5, 12, 3, 9, 2, 18, 10, 3, 3, 0, 0, 3, 6, 3, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 1, 0, 11, 0, 0, 0, 0, 0, 4, 0, 8, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6, 1, 0, 3, 0, 0, 4, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0, 0, 2, 0, 6, 3, 0, 8, 0, 0, 0, 0, 0, 1, 8, 4, 5, 3, 1, 0, 0, 0, 0, 1, 5, 0, 9, 0, 0, 2, 1, 6, 0, 0, 0, 0, 0, 0, 2, 26, 6, 6, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 0, 4, 4, 12, 0, 0, 1, 1, 0, 2, 1, 1, 0, 4, 5, 0, 0, 0, 13, 18, 0, 0, 0, 0, 0, 3, 2, 1, 1, 0, 0, 0, 0, 1, 5, 0, 0, 0, 7, 1, 
mt0008188118, 14, 12, 13, 11, 10, 7, 35, 6, 14, 4, 24, 16, 0, 4, 0, 3, 3, 13, 2, 31, 17, 0, 1, 6, 0, 2, 3, 4, 0, 2, 3, 0, 12, 2, 6, 2, 6, 0, 0, 1, 3, 5, 14, 0, 2, 2, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 1, 0, 0, 7, 5, 2, 4, 0, 2, 5, 7, 3, 0, 4, 1, 4, 0, 0, 2, 4, 1, 2, 2, 3, 0, 0, 3, 3, 0, 3, 0, 0, 7, 5, 1, 7, 6, 25, 5, 2, 3, 5, 1, 34, 5, 16, 1, 0, 3, 0, 11, 0, 0, 0, 0, 1, 4, 1, 36, 12, 18, 0, 2, 2, 0, 0, 0, 2, 0, 0, 1, 0, 1, 9, 15, 3, 0, 0, 0, 0, 3, 0, 0, 3, 3, 1, 0, 1, 8, 10, 0, 0, 1, 1, 0, 1, 3, 3, 11, 18, 2, 0, 0, 0, 5, 7, 1, 0, 3, 4, 0, 0, 8, 0, 8, 1, 3, 0, 0, 0, 6, 14, 1, 5, 29, 6, 
mt0008236217, 6, 8, 8, 0, 8, 5, 9, 5, 2, 0, 7, 17, 0, 4, 0, 10, 6, 4, 1, 13, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 4, 0, 5, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 3, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 4, 1, 3, 3, 5, 0, 0, 0, 0, 0, 7, 2, 1, 0, 0, 0, 0, 7, 0, 0, 0, 3, 0, 0, 2, 13, 6, 8, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 4, 4, 2, 0, 0, 2, 0, 0, 7, 2, 0, 0, 0, 0, 0, 1, 2, 5, 0, 0, 7, 0, 
mt0008256449, 42, 30, 40, 41, 28, 13, 43, 38, 16, 2, 78, 39, 0, 8, 0, 25, 15, 9, 11, 23, 7, 0, 1, 2, 0, 1, 1, 8, 0, 7, 6, 0, 3, 0, 5, 0, 33, 0, 0, 0, 0, 2, 3, 0, 6, 2, 0, 0, 0, 4, 0, 16, 9, 0, 0, 1, 5, 1, 2, 10, 1, 0, 1, 2, 3, 4, 2, 4, 10, 2, 3, 6, 0, 0, 10, 3, 0, 9, 7, 8, 0, 0, 10, 2, 0, 1, 0, 0, 3, 5, 5, 5, 7, 14, 4, 0, 4, 6, 0, 8, 0, 17, 0, 0, 12, 0, 0, 2, 22, 0, 0, 1, 6, 7, 87, 37, 14, 2, 0, 4, 4, 0, 0, 2, 2, 3, 0, 0, 0, 23, 38, 2, 2, 5, 0, 0, 9, 0, 2, 4, 6, 12, 0, 0, 0, 12, 0, 0, 3, 3, 0, 2, 0, 3, 2, 7, 4, 0, 0, 0, 5, 9, 0, 0, 3, 3, 8, 9, 10, 0, 7, 0, 1, 0, 3, 9, 10, 21, 0, 3, 29, 5, 
mt0008279825, 52, 22, 52, 41, 22, 9, 39, 7, 15, 4, 51, 37, 9, 3, 0, 9, 13, 13, 1, 25, 22, 0, 0, 5, 0, 7, 4, 6, 2, 1, 2, 0, 1, 2, 10, 1, 17, 0, 0, 0, 0, 0, 3, 0, 3, 2, 0, 0, 0, 1, 0, 7, 4, 0, 0, 0, 2, 1, 2, 14, 5, 3, 15, 4, 0, 5, 0, 0, 0, 4, 1, 4, 0, 0, 2, 4, 0, 2, 2, 4, 0, 0, 14, 12, 0, 3, 0, 0, 1, 15, 9, 10, 15, 19, 0, 0, 0, 8, 0, 26, 1, 15, 0, 0, 2, 0, 21, 3, 17, 0, 0, 0, 2, 8, 54, 19, 25, 0, 0, 8, 2, 0, 0, 4, 0, 0, 0, 1, 1, 10, 26, 6, 0, 1, 0, 0, 7, 0, 0, 3, 3, 14, 0, 0, 8, 22, 0, 0, 6, 6, 0, 0, 0, 2, 1, 3, 13, 0, 4, 0, 25, 42, 0, 0, 0, 0, 0, 0, 15, 10, 11, 0, 3, 0, 0, 1, 0, 22, 5, 2, 28, 4, 
mt0008298374, 97, 14, 99, 87, 14, 8, 40, 13, 45, 4, 91, 42, 9, 9, 0, 7, 10, 37, 1, 52, 12, 0, 0, 2, 0, 7, 2, 21, 2, 11, 8, 0, 3, 5, 3, 4, 74, 0, 2, 2, 13, 0, 8, 0, 14, 12, 0, 0, 2, 0, 0, 13, 6, 0, 0, 1, 4, 2, 2, 11, 4, 9, 2, 1, 0, 3, 0, 1, 35, 0, 19, 0, 0, 0, 3, 2, 3, 1, 0, 22, 0, 0, 2, 22, 0, 1, 1, 0, 1, 0, 1, 5, 12, 46, 3, 0, 3, 5, 0, 39, 4, 56, 1, 5, 1, 0, 11, 3, 3, 1, 2, 0, 2, 4, 43, 107, 14, 0, 0, 2, 18, 0, 2, 2, 2, 4, 0, 1, 0, 2, 33, 21, 0, 3, 0, 0, 24, 0, 17, 2, 19, 15, 0, 0, 8, 23, 1, 0, 4, 5, 0, 0, 15, 0, 0, 15, 10, 1, 1, 0, 10, 22, 0, 0, 0, 0, 68, 0, 11, 0, 1, 0, 2, 0, 0, 4, 4, 27, 4, 2, 88, 25, 
