Id,Gazeteers_AvgValence,Gazeteers_AvgArousal,DAL_ANEW_AvgValence,DAL_ANEW_AvgArousal,DAL_ANEW_AvgDominance,Synesktech_GeneralWeight,Synesktech_Valence,Synesktech_HappinessWeight,Synesktech_SadnessWeight,Synesktech_AngerWeight,Synesktech_FearWeight,Synesktech_DisgustWeight,Synesktech_SurpriseWeight,GI_positiv,GI_negativ,GI_pstv,GI_affil,GI_ngtv,GI_hostile,GI_strong,GI_power,GI_weak,GI_submit,GI_active,GI_passive,GI_pleasur,GI_pain,GI_feel,GI_arousal,GI_emot,GI_virtue,GI_vice,GI_ovrst,GI_undrst,GI_academ,GI_doctrin,GI_econ@,GI_exch,GI_econ,GI_exprsv,GI_legal,GI_milit,GI_polit@,GI_polit,GI_relig,GI_role,GI_coll,GI_work,GI_ritual,GI_socrel,GI_race,GI_kin@,GI_male,GI_female,GI_nonadlt,GI_hu,GI_ani,GI_place,GI_social,GI_region,GI_route,GI_aquatic,GI_land,GI_sky,GI_object,GI_tool,GI_food,GI_vehicle,GI_bldgpt,GI_comnobj,GI_natobj,GI_bodypt,GI_comform,GI_com,GI_say,GI_need,GI_goal,GI_try,GI_means,GI_persist,GI_complet,GI_fail,GI_natrpro,GI_begin,GI_vary,GI_increas,GI_decreas,GI_finish,GI_stay,GI_rise,GI_exert,GI_fetch,GI_travel,GI_fall,GI_think,GI_know,GI_causal,GI_ought,GI_perceiv,GI_compare,GI_eval@,GI_eval,GI_solve,GI_abs@,GI_abs,GI_quality,GI_quan,GI_numb,GI_ord,GI_card,GI_freq,GI_dist,GI_time@,GI_time,GI_space,GI_pos,GI_dim,GI_rel,GI_color,GI_self,GI_our,GI_you,GI_name,GI_yes,GI_no,GI_negate,GI_intrj,GI_iav,GI_dav,GI_sv,GI_ipadj,GI_indadj,GI_powgain,GI_powloss,GI_powends,GI_powaren,GI_powcon,GI_powcoop,GI_powaupt,GI_powpt,GI_powdoct,GI_powauth,GI_powoth,GI_powtot,GI_rcethic,GI_rcrelig,GI_rcgain,GI_rcloss,GI_rcends,GI_rctot,GI_rspgain,GI_rsploss,GI_rspoth,GI_rsptot,GI_affgain,GI_affloss,GI_affpt,GI_affoth,GI_afftot,GI_wltpt,GI_wlttran,GI_wltoth,GI_wlttot,GI_wlbgain,GI_wlbloss,GI_wlbphys,GI_wlbpsyc,GI_wlbpt,GI_wlbtot,GI_enlgain,GI_enlloss,GI_enlends,GI_enlpt,GI_enloth,GI_enltot,GI_sklasth,GI_sklpt,GI_skloth,GI_skltot,GI_trngain,GI_trnloss,GI_tranlw,GI_meanslw,GI_endslw,GI_arenalw,GI_ptlw,GI_nation,GI_anomie,GI_negaff,GI_posaff,GI_surelw,GI_if,GI_notlw,GI_timespc,GI_formlw,Unnamed: 196,Quadrant
mt0004836526,1.5860000000000003,2.3055,1.8509618951612912,1.6992814516129031,1.6262096774193575,1.0,-1,1.0,1.0,1.0,1.0,0.75,0.225,79,82,78,68,78,69,188,69,36,21,219,50,1,0,0,11,5,42,20,66,43,5,5,20,1,15,3,20,10,13,26,4,21,16,23,11,105,3,2,15,0,0,37,2,21,7,2,3,3,2,4,16,9,0,0,0,3,4,9,52,24,7,8,7,19,23,6,9,22,12,7,19,10,0,14,3,4,15,9,22,2,1,32,31,2,21,6,0,8,30,13,22,14,76,9,5,4,4,1,50,7,53,9,5,24,6,22,39,21,3,8,5,17,30,267,91,36,0,0,15,12,1,2,25,8,7,7,0,2,28,107,27,1,5,0,4,37,1,5,11,17,2,0,3,4,9,1,1,14,16,2,3,6,3,0,14,23,1,2,0,33,59,0,0,5,5,16,12,32,7,29,5,5,0,1,6,7,49,14,20,74,24,,Q2
mt0004844832,1.4466666666666663,2.34,1.7618452941176483,1.6723752941176482,1.4682352941176464,1.0,-1,1.0,1.0,0.7,1.0,0.7,0.12857142857142856,20,46,28,14,38,33,55,13,28,7,57,23,0,9,0,3,6,14,12,30,25,0,1,16,0,14,0,11,7,2,5,0,2,3,14,1,27,0,0,0,0,0,7,0,8,6,0,1,0,0,1,10,8,0,0,0,1,1,2,20,9,0,2,2,7,18,1,10,7,4,0,4,0,1,3,0,2,4,10,17,0,0,12,7,6,1,2,0,11,9,6,7,0,32,1,0,1,3,0,13,1,25,0,4,7,0,23,0,22,0,8,4,18,18,85,29,20,0,4,1,9,0,0,6,0,1,0,1,2,2,22,11,0,4,0,2,17,2,1,3,6,2,1,0,0,3,0,0,15,15,0,4,4,2,0,10,1,0,1,0,9,11,0,1,3,4,5,5,8,1,7,2,0,0,0,0,2,16,10,22,22,9,,Q2
mt0004850406,2.25,2.316666666666667,1.900089247311828,1.7803301075268825,1.7075268817204308,1.0,1,1.0,0.26666666666666666,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.061538461538461535,22,23,22,25,23,17,28,13,14,1,59,25,4,1,0,7,8,12,5,18,10,1,1,3,0,4,5,4,1,3,2,0,2,1,7,0,24,0,0,0,1,0,3,0,6,1,0,2,0,1,2,10,4,3,0,0,3,0,2,15,11,0,5,1,5,3,0,2,3,5,2,4,1,0,4,1,1,1,6,17,0,0,3,0,1,0,1,0,5,6,0,2,3,18,3,0,3,6,0,26,2,21,0,3,5,0,2,11,0,1,3,2,8,5,56,24,17,0,0,4,4,0,0,2,0,1,0,0,0,0,11,8,0,0,0,0,8,0,2,1,3,7,0,0,3,10,0,0,4,4,0,3,2,1,0,6,1,0,0,0,2,3,2,0,0,2,0,2,2,1,3,0,1,1,0,0,3,15,4,10,20,9,,Q4
mt0004861138,1.75,2.381333333333333,1.8676574519230784,1.7106810096153835,1.6802884615384632,1.0,-1,1.0,1.0,0.5,1.0,1.0,0.25,69,78,68,64,75,54,121,22,24,10,162,99,5,4,0,41,23,19,21,31,21,11,3,9,1,6,2,3,4,5,6,2,15,3,15,1,52,0,2,8,2,4,18,1,7,2,2,1,0,2,0,24,11,3,2,1,3,4,8,38,18,3,15,4,14,22,4,6,6,9,2,6,6,0,9,6,0,21,12,20,3,1,22,16,4,14,4,0,13,22,14,16,13,45,11,3,8,2,0,34,3,32,3,7,22,1,69,2,50,0,4,4,19,11,163,71,51,0,1,4,6,0,2,11,1,2,0,1,0,25,52,5,4,0,0,1,10,1,0,3,4,24,0,4,2,30,0,1,6,7,1,9,11,5,0,26,21,0,4,0,50,75,1,1,7,9,2,14,32,5,17,2,3,0,0,3,20,11,9,21,34,20,,Q2
mt0004864453,1.8333333333333333,1.9,1.7597483606557376,1.6761180327868863,1.5114754098360654,1.0,-1,1.0,1.0,0.14285714285714285,1.0,0.14285714285714285,0.12857142857142856,10,25,10,5,25,8,41,21,8,2,64,11,0,5,0,14,2,11,10,12,7,3,0,3,0,5,1,12,2,1,5,0,4,3,5,1,17,0,0,1,0,0,7,0,3,0,0,0,0,2,1,15,7,0,0,3,4,1,3,15,8,1,1,0,6,7,2,1,0,2,2,1,0,0,3,0,0,5,0,18,0,0,1,1,0,9,0,0,2,7,1,10,4,8,0,0,0,4,0,29,9,19,0,0,1,0,4,0,9,4,0,1,3,0,64,21,7,0,0,3,2,0,0,5,0,3,0,0,0,15,28,10,0,0,0,0,10,1,0,2,3,0,0,1,0,1,0,1,1,2,0,0,2,0,0,2,7,0,0,0,4,11,0,0,0,0,0,1,20,2,3,2,0,0,0,5,0,9,6,3,26,6,,Q4
mt0004910983,2.0480000000000005,2.104,1.883022429906542,1.6994607476635508,1.624299065420561,1.0,-1,1.0,1.0,1.0,0.11428571428571427,0.26666666666666666,0.0,12,5,12,8,4,4,22,3,4,1,24,22,0,4,0,12,7,1,2,20,9,1,0,1,0,0,0,2,0,0,0,0,5,1,12,0,5,0,0,8,0,0,6,0,5,1,0,0,1,2,1,4,1,0,0,0,3,0,2,3,1,1,0,2,2,6,2,4,0,4,0,0,0,0,1,1,0,1,1,1,0,0,11,3,0,5,1,0,1,8,4,5,4,10,0,0,0,0,1,7,0,9,0,0,4,0,10,0,7,0,1,0,1,5,28,13,23,0,1,1,1,0,0,1,0,1,0,0,0,11,15,1,0,0,0,0,1,0,0,1,1,3,0,3,1,7,0,0,0,0,0,0,1,5,0,6,8,0,0,0,15,23,0,0,0,0,3,0,7,4,2,2,2,0,0,0,4,16,3,1,8,1,,Q3
mt0004943985,2.6283333333333334,1.9016666666666664,1.9095509803921569,1.7175849673202626,1.5241830065359454,1.0,-1,1.0,0.4,0.2,0.2,0.2,0.07142857142857142,12,12,12,13,11,10,39,3,3,1,53,15,0,1,0,2,0,9,0,26,9,1,0,1,1,1,18,3,0,1,2,0,2,1,20,3,9,0,0,2,0,0,3,0,2,1,0,1,0,0,0,37,15,7,0,0,7,8,0,27,24,0,0,0,2,5,1,2,0,4,0,5,0,0,0,0,4,14,1,26,0,0,1,2,1,6,0,0,4,17,0,1,2,20,0,0,0,0,0,10,1,10,5,7,1,0,0,6,16,1,2,0,1,6,50,39,19,0,0,1,0,0,1,4,3,0,0,0,0,4,13,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,3,0,4,0,0,7,9,0,0,0,10,19,14,0,1,15,1,3,4,0,9,0,1,1,0,0,3,15,4,1,12,17,,Q1
mt0004963809,3.0,2.12,1.9030377551020403,1.626031632653061,1.6469387755102036,1.0,1,1.0,0.11428571428571427,0.26666666666666666,0.11428571428571427,0.18000000000000002,0.061538461538461535,21,11,19,15,11,20,54,5,8,2,51,11,3,2,0,4,3,4,4,37,15,4,0,4,0,8,1,6,0,0,5,0,1,1,3,1,13,0,0,0,8,0,2,0,6,2,0,0,0,1,3,11,1,1,1,0,4,4,1,23,20,0,2,3,4,3,8,5,1,4,2,9,0,0,1,1,5,1,3,10,0,0,15,0,0,4,0,0,4,4,1,5,7,29,2,1,1,0,0,6,0,17,1,0,5,0,17,0,0,4,0,7,30,7,67,13,11,0,0,3,3,0,0,1,2,0,0,0,1,9,19,2,0,0,0,0,2,0,0,0,0,4,0,0,4,8,0,0,4,4,1,0,4,2,1,8,5,0,0,0,5,10,0,0,1,1,2,0,8,0,6,1,0,4,0,4,0,9,2,37,30,14,,Q4
mt0004982192,1.9333333333333331,2.376666666666667,1.8298081081081083,1.6762578378378383,1.6389189189189182,1.0,-1,1.0,1.0,1.0,1.0,0.4,0.12857142857142856,30,28,30,24,27,21,50,12,16,3,70,56,6,4,0,15,15,9,3,17,6,7,0,8,0,3,0,2,0,0,1,2,1,2,6,0,38,0,0,0,0,0,3,0,4,1,0,2,0,1,0,2,0,0,0,0,1,1,5,17,7,0,1,0,3,9,0,2,5,15,3,13,5,0,8,2,0,1,2,11,0,0,8,9,0,2,1,0,2,15,3,6,3,11,4,0,4,9,2,23,1,30,0,0,6,0,28,0,0,0,0,0,2,8,66,40,57,0,2,1,2,0,0,4,0,0,0,0,0,6,13,6,1,1,0,0,8,2,2,2,6,8,0,0,4,12,0,0,4,4,1,5,9,1,2,18,2,0,3,0,26,31,0,0,0,0,8,5,10,2,8,0,2,0,1,6,0,2,1,0,32,9,,Q2
mt0005009443,2.553,2.373,2.072770588235294,1.7687436974789923,1.6470588235294108,1.0,-1,1.0,1.0,0.1,0.08888888888888889,0.08888888888888889,0.021739130434782608,38,6,38,55,6,3,14,5,24,1,45,36,15,4,0,0,17,3,0,3,7,0,2,16,2,10,1,0,0,0,1,0,13,0,3,1,37,0,6,0,3,3,13,0,3,1,0,0,0,2,0,4,2,1,0,0,0,0,0,2,1,0,3,1,0,4,0,2,10,1,4,2,0,0,4,1,1,3,5,2,0,0,2,8,0,0,0,0,0,5,0,0,5,1,0,0,0,0,0,4,0,7,0,0,3,0,29,0,32,1,1,0,0,1,31,25,24,0,0,1,5,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,3,0,4,2,6,23,0,0,20,43,1,4,7,12,0,0,0,0,6,6,1,0,1,0,2,4,0,2,1,3,16,1,4,0,1,0,1,0,1,0,0,6,5,0,8,5,,Q4
mt0005033429,2.3763636363636365,2.2,1.9729992647058816,1.697266176470588,1.870588235294117,1.0,-1,1.0,1.0,1.0,1.0,1.0,0.12857142857142856,26,27,26,11,26,3,46,18,16,2,36,24,0,6,0,1,1,14,12,14,3,1,0,28,0,19,2,4,0,0,1,0,3,4,20,1,21,0,0,0,5,2,7,14,23,20,0,0,0,1,2,2,1,0,0,0,1,0,3,1,1,0,9,0,3,5,0,1,4,3,2,4,2,1,0,1,1,2,5,2,0,1,0,1,0,0,0,0,5,0,1,2,19,12,1,0,1,1,0,15,1,30,0,5,1,0,14,4,4,0,0,0,2,1,50,13,22,0,1,6,2,0,0,1,0,1,0,0,0,2,12,6,0,0,0,0,6,0,0,0,0,0,0,0,9,9,0,0,27,27,0,7,2,3,0,12,0,0,0,0,0,0,1,0,6,7,0,2,5,0,5,5,2,0,0,3,1,8,3,2,41,0,,Q1
mt0005044119,2.497,2.134,1.8470182432432445,1.700474324324326,1.5297297297297292,1.0,1,1.0,1.0,0.5,0.5,0.5,0.061538461538461535,48,16,48,32,16,15,52,18,10,6,48,46,13,2,0,2,19,18,4,39,13,6,1,9,0,9,0,13,1,7,8,0,5,3,10,11,28,0,0,4,1,1,8,0,2,1,0,1,0,0,0,11,5,0,0,0,3,3,4,41,24,3,12,0,5,13,4,3,2,1,2,4,0,0,5,2,1,0,1,10,0,0,5,15,2,8,4,0,3,6,0,0,4,47,2,1,1,3,0,16,0,33,1,19,6,0,14,0,5,0,10,0,1,29,71,21,19,0,0,4,0,0,0,2,2,3,0,7,0,11,29,13,0,2,0,1,16,1,2,3,6,12,0,1,6,19,0,0,2,2,3,0,1,3,0,7,9,0,0,0,26,35,0,0,1,1,1,6,25,0,17,0,4,0,0,7,3,16,6,1,33,23,,Q2
mt0005064430,2.357142857142857,2.29,1.8409148648648648,1.6257175675675681,1.6918918918918922,1.0,1,1.0,1.0,0.75,1.0,0.75,0.061538461538461535,20,22,19,3,22,7,16,7,7,2,21,14,5,0,0,5,1,9,7,13,1,0,0,3,0,2,8,8,0,1,2,0,0,2,0,2,9,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,6,1,0,1,4,2,1,1,3,1,2,0,2,0,0,0,2,0,0,1,6,0,0,2,4,1,1,0,0,6,3,2,2,12,9,1,0,1,0,0,11,0,12,0,0,1,0,6,1,2,0,1,0,3,3,30,7,13,0,0,0,2,0,0,1,0,0,0,1,0,6,10,8,0,0,0,0,8,0,1,2,3,3,0,0,4,7,0,0,2,2,2,0,2,1,0,5,0,0,2,0,3,5,0,0,0,0,1,1,8,0,0,0,0,0,0,4,2,2,0,3,13,1,,Q4
mt0005103598,2.6733333333333333,2.056666666666666,1.878835460992908,1.6897539007092202,1.6255319148936165,1.0,-1,0.19200000000000006,0.32,0.13714285714285712,0.32,1.0,0.09600000000000003,25,38,24,17,37,21,54,9,12,3,65,14,0,1,0,6,2,14,4,12,5,1,2,9,0,7,1,6,0,4,4,2,5,4,5,1,20,0,0,1,7,0,9,0,10,3,1,4,0,2,0,5,3,0,0,2,0,0,3,10,6,0,3,3,4,7,0,2,5,5,2,0,0,0,1,1,1,13,1,3,1,0,2,10,0,10,2,2,1,9,6,8,15,12,1,0,1,1,1,14,1,26,3,4,3,0,21,0,18,0,0,1,4,4,57,25,19,0,3,0,20,3,0,2,0,0,0,0,0,7,32,8,1,0,0,0,9,1,2,1,4,4,0,1,2,7,2,0,3,5,0,2,14,2,2,20,3,0,0,0,9,12,0,0,1,1,9,4,3,1,5,1,1,0,0,3,2,3,4,5,20,7,,Q1
mt0005134466,2.7725,2.6875,1.8836270000000004,1.746178000000001,1.6279999999999994,1.0,-1,1.0,1.0,0.26666666666666666,0.2571428571428571,0.18000000000000002,0.225,12,22,12,6,22,3,18,7,10,2,31,24,1,2,0,2,6,2,8,14,8,1,2,2,0,1,6,1,0,1,1,0,3,0,5,4,5,0,0,8,0,2,3,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,23,11,1,6,0,2,1,1,0,1,2,0,2,0,0,1,0,0,0,1,2,0,0,3,1,0,6,1,0,3,7,0,2,4,13,0,0,0,1,0,10,2,12,0,6,3,0,6,1,8,0,0,0,1,3,23,18,8,0,0,0,0,1,0,0,0,0,0,0,0,4,5,1,0,0,0,0,1,0,1,1,2,1,0,1,0,2,0,0,2,2,0,4,0,8,2,14,4,0,0,0,5,9,0,0,0,0,0,3,1,1,12,0,5,0,1,4,1,10,3,1,14,12,,Q3
mt0005142001,2.5488888888888885,2.2022222222222223,1.924524806201552,1.71166046511628,1.5581395348837204,1.0,1,1.0,1.0,0.5,1.0,0.5,0.027027027027027032,27,18,27,39,18,5,43,25,11,2,66,30,9,0,0,7,10,8,3,4,8,0,0,1,0,4,2,0,0,1,4,0,0,1,2,1,43,0,0,0,2,0,1,0,10,0,3,4,1,0,2,0,0,0,0,0,0,0,4,16,3,1,7,8,4,9,0,4,6,6,2,3,0,0,1,2,0,1,10,6,0,0,9,3,2,1,0,0,0,6,5,9,3,0,0,0,0,0,1,11,3,28,0,0,5,0,20,0,1,3,0,0,0,7,79,15,8,0,0,10,3,2,1,0,0,0,0,0,0,5,21,1,0,0,0,0,1,0,0,5,5,15,0,0,6,21,0,0,1,1,0,0,1,0,0,1,13,0,4,0,8,25,1,0,1,2,0,4,15,1,3,1,4,0,0,0,1,2,1,0,20,3,,Q4
mt0005189820,2.456,2.184,1.8358893617021284,1.7487925531914894,1.574468085106383,1.0,-1,0.45,0.26666666666666666,0.09000000000000001,1.0,0.06818181818181818,0.1,10,9,10,5,9,3,18,3,11,1,10,16,0,3,0,0,2,8,5,7,13,0,0,1,0,1,1,2,0,0,0,0,3,0,2,1,3,0,0,0,0,0,3,0,2,0,1,0,0,1,0,2,2,0,0,0,0,0,0,1,1,0,3,1,2,5,1,2,0,4,0,1,0,0,0,1,2,1,0,1,0,0,3,6,0,5,1,0,1,10,3,4,1,15,2,0,2,4,0,11,1,11,0,3,1,0,12,0,2,0,0,0,2,2,28,7,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,6,1,0,0,1,0,0,3,0,3,0,0,1,1,0,2,7,3,0,12,1,0,0,0,8,9,0,0,1,1,0,0,7,0,10,0,0,0,0,1,2,4,10,2,7,1,,Q3
mt0005198745,2.8200000000000003,2.09,1.7950546511627905,1.6254465116279069,1.5604651162790704,1.0,1,1.0,0.06428571428571428,0.1,0.06,0.04,0.016,18,3,18,22,3,7,20,3,5,0,22,15,4,0,0,2,6,1,0,17,7,1,0,2,0,3,0,0,1,1,2,0,0,2,5,0,9,0,0,0,0,0,2,0,2,1,0,0,0,0,1,5,5,0,0,0,0,0,0,6,3,1,2,0,0,3,1,3,0,0,0,2,0,0,1,1,1,1,0,8,1,0,5,5,0,2,0,0,0,13,0,8,3,8,0,0,0,13,3,44,5,20,0,3,2,0,2,4,5,0,3,0,3,4,38,8,9,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,2,7,0,0,2,2,0,0,0,0,0,0,1,0,0,0,5,6,0,0,0,0,0,0,2,0,5,0,0,0,0,0,4,7,1,3,26,3,,Q4
mt0005223794,2.89,2.7,1.857943076923078,1.7333984615384626,1.647692307692307,0.6,-1,0.6,0.54,0.27,0.27,0.27,0.061538461538461535,34,18,34,18,18,17,56,34,6,0,63,18,0,2,0,3,1,19,7,16,3,0,4,5,0,9,0,10,1,12,13,1,9,4,6,0,29,2,0,4,0,0,13,0,12,10,1,1,0,0,0,6,5,0,0,0,1,0,5,18,11,9,6,2,3,6,1,2,4,0,1,1,1,0,0,2,0,2,5,4,0,0,4,0,2,9,0,0,0,6,1,1,0,8,0,0,0,0,0,11,0,14,0,0,2,7,15,0,1,2,2,1,9,4,55,27,14,0,0,11,4,0,1,3,0,4,2,0,4,23,52,11,0,0,0,1,12,0,0,7,7,1,0,0,0,1,0,1,4,5,0,4,4,2,0,10,20,0,0,0,7,27,0,0,3,3,0,0,3,0,4,5,0,0,0,2,1,4,2,10,20,11,,Q2
mt0005241287,1.5911111111111107,2.351111111111111,1.864787005649718,1.6950807909604515,1.5774011299435016,1.0,1,1.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.225,29,29,29,28,29,15,30,2,12,10,60,61,0,10,0,7,5,23,5,16,6,0,0,3,2,0,0,6,0,1,6,3,7,2,8,2,23,0,0,0,0,0,9,0,14,7,1,4,0,0,2,7,1,0,0,1,4,1,0,46,18,1,0,0,3,5,3,5,0,8,0,7,3,0,7,2,2,3,3,12,0,0,4,4,3,3,1,0,3,3,0,2,1,14,3,2,1,1,0,33,2,33,2,0,7,0,16,8,19,0,0,0,1,0,68,28,20,0,1,1,2,0,0,5,8,0,2,0,0,19,37,10,1,0,0,3,14,2,1,2,5,1,0,0,0,1,0,0,4,4,0,6,4,2,0,12,4,0,0,0,11,15,0,0,12,12,12,2,7,2,11,2,3,0,0,2,2,4,3,0,47,30,,Q2
mt0005344437,2.771764705882353,2.325882352941176,1.9491587837837847,1.691843918918919,1.5891891891891892,1.0,1,1.0,1.0,0.5,0.5,0.5,0.061538461538461535,49,24,48,55,24,9,68,19,15,2,64,54,19,0,0,11,21,8,3,26,7,0,0,0,0,3,3,0,0,0,2,0,1,2,6,0,39,0,0,3,6,0,3,0,0,0,0,0,0,0,0,11,9,0,0,0,0,2,8,15,10,2,14,5,0,5,0,4,4,4,0,3,2,0,0,3,0,0,5,6,1,0,8,10,1,4,1,0,0,16,8,9,5,16,4,0,4,1,0,15,1,10,0,0,0,0,1,1,16,0,6,1,6,9,68,12,34,0,0,6,3,0,0,3,0,0,0,0,0,11,23,0,0,2,0,0,2,0,0,3,3,29,0,0,13,42,0,0,3,3,0,1,1,0,0,2,9,0,0,0,19,28,0,0,0,0,1,1,4,0,15,2,0,0,0,0,1,17,2,6,19,9,,Q4
mt0005404111,2.5990000000000006,2.362,1.8539576036866376,1.6810870967741922,1.64516129032258,1.0,1,1.0,0.3,0.7,0.8,0.7,0.35,38,33,40,32,32,19,61,12,28,7,78,39,0,0,0,6,5,33,6,32,24,0,1,10,2,7,6,10,1,5,9,3,20,4,6,1,34,0,0,0,8,14,24,0,11,6,3,1,0,0,1,11,6,4,1,0,1,0,2,14,10,2,20,2,11,7,5,9,2,2,1,19,0,0,3,1,1,5,9,16,0,0,8,7,6,2,2,0,15,10,10,11,6,24,2,0,2,1,0,24,1,33,1,13,4,0,12,9,9,1,7,0,3,6,105,24,25,0,0,5,4,1,3,2,5,1,0,0,0,7,28,10,1,2,2,0,15,0,1,4,5,3,0,0,7,10,0,2,2,4,1,0,3,0,12,16,7,0,1,0,14,22,1,0,0,1,1,2,6,1,25,3,8,1,0,0,6,15,11,2,40,10,,Q1
mt0005507880,2.8661538461538463,2.277692307692308,1.9649581818181812,1.7491357575757582,1.6096969696969692,1.0,-1,0.6,1.0,0.5,0.5,0.5,0.1,61,9,61,72,9,5,47,7,8,2,48,64,24,1,0,4,25,16,6,32,10,0,0,1,0,0,1,5,0,0,0,0,3,0,1,1,47,0,0,1,0,5,3,0,4,0,0,3,0,0,1,4,4,0,0,0,0,0,3,15,3,0,0,2,4,11,0,1,2,3,3,1,0,0,0,0,2,1,0,6,0,0,22,12,0,14,1,0,2,17,3,7,1,18,5,1,4,3,0,21,3,35,1,3,6,0,8,15,14,0,11,0,0,20,63,11,25,0,0,3,1,0,0,0,4,0,0,0,0,2,10,5,0,0,0,0,5,0,1,5,6,32,0,0,17,49,0,0,1,1,0,3,3,1,2,9,0,0,0,0,24,24,0,0,0,0,4,0,8,0,5,0,1,0,0,2,5,22,3,0,17,4,,Q1
mt0005519111,,,1.9747913043478265,1.8020347826086955,1.7652173913043483,0.625,-1,0.25,0.09000000000000001,0.0,0.1125,0.0,0.0,2,11,2,3,11,2,1,1,6,2,2,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,9,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,15,0,1,0,0,0,0,1,1,0,7,0,,Q4
mt0005540184,2.516666666666667,2.313333333333333,1.9041209302325584,1.665146511627907,1.5523255813953476,1.0,-1,1.0,1.0,1.0,1.0,1.0,1.0,8,15,10,8,14,3,60,35,6,3,49,27,0,2,0,2,3,6,6,45,14,0,0,0,0,0,2,1,0,0,27,0,2,1,3,0,18,0,0,0,0,0,3,0,8,0,1,6,0,0,1,2,1,0,0,0,0,1,1,44,31,27,0,1,1,42,5,0,1,9,2,2,1,0,1,1,1,1,2,10,0,0,31,2,4,0,0,0,1,37,1,2,1,12,1,0,1,3,0,9,1,21,0,1,13,0,10,1,33,0,3,1,4,11,63,38,36,1,0,5,1,0,0,0,7,0,0,0,0,27,40,2,0,3,0,4,9,0,0,6,6,0,0,1,0,1,0,0,1,1,0,3,1,1,0,5,30,0,1,0,38,69,0,0,0,0,0,2,4,0,7,1,4,0,0,1,1,35,32,5,6,31,,Q4
mt0005567133,2.121111111111111,1.836666666666667,1.9230263157894745,1.6651578947368415,1.8884210526315788,1.0,-1,1.0,1.0,1.0,0.9,0.7,0.2,6,18,6,1,17,22,22,5,10,3,29,10,0,0,0,1,1,5,3,7,3,0,0,5,0,5,0,2,2,8,14,4,13,2,7,2,16,4,0,5,0,0,15,1,7,4,0,0,0,0,3,0,0,0,0,0,0,0,6,5,3,0,2,1,2,0,2,0,2,2,0,1,0,0,2,1,0,4,0,1,0,0,11,1,0,8,0,0,3,5,4,4,6,7,0,0,0,0,0,5,0,6,0,0,2,12,12,0,7,4,0,2,8,5,36,12,4,0,1,0,1,1,0,9,1,6,4,0,2,3,27,0,4,1,0,0,5,0,0,4,4,0,0,1,0,1,0,0,0,0,0,0,6,0,0,6,6,0,0,0,3,9,0,1,0,1,0,4,8,0,3,0,2,0,0,2,0,4,1,10,5,3,,Q2
mt0005592810,2.311481481481482,1.8622222222222216,1.8942185328185333,1.7249361003861028,1.5100386100386116,1.0,1,1.0,1.0,1.0,0.75,0.75,0.061538461538461535,128,38,136,62,38,39,138,41,35,27,230,85,3,2,0,20,14,101,8,82,45,0,2,19,4,6,4,23,0,3,4,0,22,8,46,5,68,0,0,2,2,11,30,0,15,1,13,1,0,0,0,13,5,5,1,0,0,2,0,36,20,3,16,1,31,17,14,30,2,13,2,96,0,1,12,5,29,32,22,69,0,0,27,24,4,38,3,2,49,53,16,22,22,79,0,0,0,16,0,69,6,107,1,13,12,0,52,7,77,0,22,8,38,36,394,103,105,0,2,3,0,1,0,6,14,0,0,1,0,18,43,27,0,6,0,0,33,3,0,5,8,6,0,4,13,23,3,0,3,6,0,4,6,1,18,29,23,1,0,0,36,60,1,0,4,5,4,4,32,0,32,0,4,0,0,4,57,36,18,44,136,19,,Q1
