Id,Gazeteers_AvgValence,Gazeteers_AvgArousal,DAL_ANEW_AvgValence,DAL_ANEW_AvgArousal,DAL_ANEW_AvgDominance,Synesktech_GeneralWeight,Synesktech_Valence,Synesktech_HappinessWeight,Synesktech_SadnessWeight,Synesktech_AngerWeight,Synesktech_FearWeight,Synesktech_DisgustWeight,Synesktech_SurpriseWeight,GI_positiv,GI_negativ,GI_pstv,GI_affil,GI_ngtv,GI_hostile,GI_strong,GI_power,GI_weak,GI_submit,GI_active,GI_passive,GI_pleasur,GI_pain,GI_feel,GI_arousal,GI_emot,GI_virtue,GI_vice,GI_ovrst,GI_undrst,GI_academ,GI_doctrin,GI_econ@,GI_exch,GI_econ,GI_exprsv,GI_legal,GI_milit,GI_polit@,GI_polit,GI_relig,GI_role,GI_coll,GI_work,GI_ritual,GI_socrel,GI_race,GI_kin@,GI_male,GI_female,GI_nonadlt,GI_hu,GI_ani,GI_place,GI_social,GI_region,GI_route,GI_aquatic,GI_land,GI_sky,GI_object,GI_tool,GI_food,GI_vehicle,GI_bldgpt,GI_comnobj,GI_natobj,GI_bodypt,GI_comform,GI_com,GI_say,GI_need,GI_goal,GI_try,GI_means,GI_persist,GI_complet,GI_fail,GI_natrpro,GI_begin,GI_vary,GI_increas,GI_decreas,GI_finish,GI_stay,GI_rise,GI_exert,GI_fetch,GI_travel,GI_fall,GI_think,GI_know,GI_causal,GI_ought,GI_perceiv,GI_compare,GI_eval@,GI_eval,GI_solve,GI_abs@,GI_abs,GI_quality,GI_quan,GI_numb,GI_ord,GI_card,GI_freq,GI_dist,GI_time@,GI_time,GI_space,GI_pos,GI_dim,GI_rel,GI_color,GI_self,GI_our,GI_you,GI_name,GI_yes,GI_no,GI_negate,GI_intrj,GI_iav,GI_dav,GI_sv,GI_ipadj,GI_indadj,GI_powgain,GI_powloss,GI_powends,GI_powaren,GI_powcon,GI_powcoop,GI_powaupt,GI_powpt,GI_powdoct,GI_powauth,GI_powoth,GI_powtot,GI_rcethic,GI_rcrelig,GI_rcgain,GI_rcloss,GI_rcends,GI_rctot,GI_rspgain,GI_rsploss,GI_rspoth,GI_rsptot,GI_affgain,GI_affloss,GI_affpt,GI_affoth,GI_afftot,GI_wltpt,GI_wlttran,GI_wltoth,GI_wlttot,GI_wlbgain,GI_wlbloss,GI_wlbphys,GI_wlbpsyc,GI_wlbpt,GI_wlbtot,GI_enlgain,GI_enlloss,GI_enlends,GI_enlpt,GI_enloth,GI_enltot,GI_sklasth,GI_sklpt,GI_skloth,GI_skltot,GI_trngain,GI_trnloss,GI_tranlw,GI_meanslw,GI_endslw,GI_arenalw,GI_ptlw,GI_nation,GI_anomie,GI_negaff,GI_posaff,GI_surelw,GI_if,GI_notlw,GI_timespc,GI_formlw,Unnamed: 196,Quadrant,Segment,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler
mt0010405928,1.3608333333333331,2.4625,1.7147704225352105,1.7908394366197182,1.774647887323944,1.0,-1,0.26666666666666666,1.0,1.0,1.0,0.18181818181818185,0.2857142857142857,11,26,11,2,19,19,32,6,4,0,34,16,5,5,0,2,8,2,3,6,4,0,2,2,0,2,0,1,3,5,3,3,1,0,7,4,7,0,0,0,0,0,1,1,3,0,0,0,0,3,0,5,2,1,0,0,2,0,0,5,4,0,0,1,0,5,0,2,0,9,0,2,6,2,1,1,5,5,0,3,0,0,2,4,0,2,0,0,2,6,2,3,1,7,0,0,0,5,0,13,1,4,0,0,0,0,6,1,2,0,0,0,2,3,34,14,1,0,1,1,3,0,0,3,0,0,0,2,1,6,16,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,2,0,19,0,3,0,0,2,5,0,0,0,0,10,0,5,0,4,0,0,0,0,5,0,7,0,3,6,3,,Q2,1.0,39.13,9.57,9.57,5.22,0.87,1.74,0.0,1.74,0.0,4.35,8.7,6.09,2.61,5.22,0.87,0.0,14.78,0.87,4.35,1.74,0.87,0.0,6.09,0.0,0.0,0.0,16.52,2.61,13.91,1.74,6.96,0.0,13.04,2.61,0.0,0.0,0.0,2.61,4.35,2.61,0.87,3.48,1.74,0.87,0.0,9.57,2.61,6.96,0.87,0.0,13.04,5.22,3.48,4.35,0.87,1.74,0.0,0.87,0.0,0.87,6.96,0.0,0.0,0.0
mt0010478882,2.52375,1.5525,1.909833653846156,1.6295798076923078,1.853846153846153,1.0,-1,1.0,0.8,0.9,0.9,0.7,1.0,3,0,3,6,0,0,27,11,2,4,34,11,0,0,0,0,0,2,2,9,3,3,0,0,0,0,3,0,0,0,0,0,5,4,1,1,13,0,0,0,7,3,9,1,9,2,0,1,1,1,4,9,1,0,3,0,5,0,3,3,8,0,1,0,3,1,2,0,1,2,1,3,5,0,3,1,1,0,2,7,0,0,1,3,0,6,0,0,1,4,0,1,0,5,1,1,0,1,0,7,1,24,4,4,0,2,0,0,13,0,0,0,0,0,38,12,0,0,0,5,1,0,0,0,0,2,0,0,0,1,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,3,0,0,4,2,0,0,1,4,7,0,0,2,2,1,0,1,0,0,1,5,0,0,0,0,1,1,0,18,1,,Q1,1.0,48.94,9.93,7.09,0.0,0.0,4.96,2.13,0.0,2.84,12.06,6.38,2.13,1.42,4.96,0.0,2.84,20.57,4.26,0.0,0.0,0.0,0.0,12.77,0.0,0.0,2.84,0.71,0.71,0.0,0.0,0.0,0.0,13.48,0.71,0.0,0.0,2.84,0.0,0.71,9.22,0.0,6.38,6.38,0.0,0.0,4.26,3.55,0.0,0.0,0.71,21.99,6.38,12.77,2.84,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mt0010480965,1.464,2.22,1.8728224852071007,1.6327000000000005,1.5218934911242596,1.0,1,1.0,0.6,1.0,0.27,0.27,0.15,26,17,26,25,12,12,52,25,9,4,68,33,2,0,0,10,4,13,5,17,9,0,4,1,0,0,2,9,0,6,4,3,2,0,4,2,30,2,0,0,0,0,2,0,2,2,0,0,0,0,0,10,5,1,0,0,4,0,2,25,10,1,4,6,5,6,1,4,3,15,4,3,0,2,8,0,0,0,6,5,0,0,16,5,0,12,0,3,0,17,2,6,0,17,1,0,1,6,0,35,4,26,0,2,7,2,14,0,26,2,0,1,6,4,106,21,22,0,3,0,0,0,0,0,0,0,2,0,8,7,17,5,1,0,0,0,6,0,0,2,2,2,0,0,0,2,0,0,4,4,3,2,9,0,0,14,10,0,3,0,12,25,0,0,0,0,5,0,5,0,8,2,2,0,0,1,9,12,1,7,41,12,,Q2,1.0,50.41,15.29,12.4,5.79,0.0,6.2,0.0,0.41,2.89,7.02,11.57,4.96,2.48,6.2,0.83,2.48,16.94,2.89,1.65,1.65,0.41,1.65,11.16,0.0,0.0,0.0,4.13,0.83,3.31,0.0,2.07,1.24,12.4,4.96,0.41,0.0,1.24,2.48,0.0,0.41,2.89,5.37,3.31,1.24,0.0,3.72,1.24,1.65,0.0,0.83,16.53,1.24,8.68,7.44,0.0,0.0,2.48,0.41,0.0,2.89,1.65,0.0,0.0,0.83
mt0010484291,2.927272727272728,2.585454545454545,1.8866672131147548,1.6125483606557385,1.3868852459016392,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.021739130434782608,64,10,62,74,10,8,51,14,10,4,65,46,33,0,0,4,29,10,0,22,10,0,0,0,0,0,2,6,0,0,0,0,0,0,2,2,63,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,2,0,0,0,0,0,2,8,2,0,2,2,4,6,0,2,6,2,4,2,0,0,0,0,0,2,4,2,0,0,4,2,0,12,4,0,4,8,0,0,12,20,6,0,6,0,0,4,0,6,0,0,2,0,11,0,18,0,4,0,0,6,78,18,17,0,2,2,2,0,0,2,0,0,0,0,0,2,8,4,0,4,0,0,8,0,2,4,6,38,0,0,18,56,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,2,2,10,2,0,0,0,0,0,0,0,0,2,24,0,0,2,2,,Q1,1.0,70.47,20.13,13.42,7.38,0.0,6.04,0.0,0.0,6.71,4.03,30.2,15.44,4.03,26.17,0.0,6.71,12.75,3.36,1.34,4.03,4.03,0.0,16.11,0.0,0.0,0.0,8.72,8.72,0.0,0.0,0.0,0.0,10.74,0.0,3.36,0.0,1.34,1.34,0.0,3.36,1.34,2.68,2.68,0.0,0.0,7.38,1.34,0.0,6.04,0.0,5.37,0.0,2.68,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mt0010487366,1.6833333333333331,2.0988888888888884,1.8155826086956528,1.6906750988142287,1.5952569169960455,1.0,1,1.0,1.0,0.13333333333333333,0.15,0.15,0.16666666666666666,21,52,21,13,52,23,51,11,14,5,66,67,0,4,0,4,6,12,26,42,29,1,4,0,0,2,3,3,1,1,7,16,10,7,16,1,27,0,0,9,0,0,17,2,13,4,0,5,3,0,1,6,3,2,0,0,1,0,1,29,10,1,8,1,4,13,3,4,0,37,0,9,1,0,3,3,2,2,2,20,0,0,18,12,1,6,0,0,16,24,8,14,7,30,1,0,1,17,0,101,6,29,0,1,7,1,12,1,21,1,0,1,10,13,95,46,61,0,0,5,0,4,0,0,3,2,1,1,3,12,31,7,9,0,2,4,22,0,1,4,5,0,0,4,1,5,0,0,1,1,0,10,21,3,2,36,10,0,6,0,25,41,0,0,1,1,0,1,15,0,14,1,1,0,0,5,2,12,8,11,88,12,,Q2,1.0,53.66,20.33,11.65,3.25,0.81,6.5,0.27,0.81,8.67,4.34,24.66,18.16,0.27,16.8,3.79,4.88,9.21,1.36,5.15,1.08,0.27,0.81,12.47,0.54,0.0,1.36,5.69,1.08,4.61,0.0,1.63,1.9,14.63,2.98,1.36,1.08,0.81,2.98,0.27,2.98,2.71,2.98,1.08,0.54,1.08,2.98,0.54,1.08,0.27,1.08,14.36,2.17,4.61,6.23,0.0,0.81,1.9,0.27,0.0,4.07,1.08,0.54,0.0,0.0
mt0010487702,1.1071428571428572,2.485714285714286,1.6573214876033064,1.7134016528925626,1.8181818181818183,1.0,-1,0.15384615384615385,1.0,0.05833333333333333,1.0,0.25,0.225,10,15,10,11,9,9,35,24,29,2,24,53,0,0,0,0,0,13,7,10,5,0,0,5,0,0,1,4,7,7,7,0,4,0,2,4,12,0,0,8,0,0,4,0,11,3,0,0,0,8,0,15,10,0,0,0,0,5,3,20,0,0,1,0,0,10,0,0,0,15,0,0,0,4,2,0,0,9,3,3,12,0,1,2,0,10,0,0,6,2,0,7,7,0,0,0,0,4,0,11,7,18,0,0,8,0,0,0,11,0,0,0,2,0,43,17,9,0,4,0,2,0,0,7,0,0,0,0,0,26,35,1,0,0,0,0,1,0,0,4,4,4,0,0,0,4,0,0,0,0,4,1,1,3,0,9,8,0,0,0,1,9,0,0,0,0,0,4,6,2,1,0,0,0,0,3,3,0,0,2,15,3,,Q2,1.0,47.7,9.77,8.05,0.0,0.0,5.17,2.3,0.57,1.72,9.77,6.32,4.02,0.0,6.32,0.0,1.15,21.84,0.57,1.15,0.0,0.0,0.0,10.92,0.0,0.0,0.0,8.05,0.0,8.05,2.3,2.3,2.87,5.17,0.0,1.72,0.0,0.0,0.57,2.3,2.3,0.0,10.34,0.0,6.9,2.87,8.05,5.75,1.15,0.0,1.15,17.24,3.45,9.2,4.6,0.57,2.3,0.0,0.0,0.0,2.3,2.3,0.0,0.0,0.0
mt0010526041,2.085,1.9516666666666664,1.8195980694980696,1.6879088803088786,1.6702702702702694,1.0,-1,1.0,1.0,1.0,1.0,0.45,0.061538461538461535,41,67,41,54,65,36,55,12,22,5,92,82,13,6,0,12,19,10,25,25,9,1,1,4,1,6,3,10,0,4,12,11,15,5,14,8,47,3,0,5,3,4,20,1,17,9,0,1,0,4,3,11,7,0,0,1,2,1,2,52,20,3,3,1,4,11,5,8,2,13,4,15,2,2,1,0,4,9,4,15,7,1,15,5,2,10,0,0,7,15,4,8,5,14,6,5,1,5,0,22,4,42,7,6,9,7,10,1,18,2,2,0,3,7,138,47,35,0,2,2,0,0,1,1,4,3,3,0,1,12,27,7,20,0,0,0,27,0,1,4,5,23,0,0,8,31,0,0,1,1,3,8,16,10,6,43,16,0,0,0,16,32,0,0,3,3,1,11,14,3,7,0,2,1,0,11,3,11,13,3,52,25,,Q2,1.0,55.44,15.95,14.68,6.84,0.25,5.06,1.77,0.76,1.27,10.13,20.25,13.92,2.03,12.91,2.78,2.78,14.43,6.08,1.77,0.25,0.51,0.76,13.16,0.0,0.0,1.52,7.09,1.52,5.57,0.25,2.78,1.52,12.41,0.76,0.76,0.51,0.76,1.52,0.0,6.58,2.28,4.3,1.52,2.03,0.76,2.53,1.01,0.25,1.27,0.25,15.95,4.81,7.09,4.3,0.25,1.01,0.25,0.25,0.0,2.78,3.04,1.01,0.0,0.25
mt0010543277,2.533333333333333,1.876666666666667,1.917842259414228,1.6159188284518815,1.6276150627615062,1.0,-1,1.0,0.4,0.25,0.2571428571428571,0.3333333333333333,0.1,48,26,47,17,23,10,75,10,22,2,73,25,2,1,0,10,2,25,17,51,17,1,1,14,3,23,22,4,0,1,20,1,8,3,12,5,22,1,0,0,0,2,11,0,9,2,3,0,2,2,0,33,9,6,2,2,9,5,1,33,36,3,4,2,5,3,1,3,3,8,5,2,0,0,0,2,0,5,3,22,2,0,28,7,6,2,2,1,26,11,8,35,22,29,3,2,1,0,1,56,22,22,2,3,4,5,8,0,36,17,0,0,0,3,67,35,38,0,0,2,2,0,0,2,1,1,1,0,1,4,14,4,0,1,0,3,8,0,1,3,4,2,0,0,8,10,1,3,7,11,0,0,0,2,5,7,13,0,0,2,14,29,10,0,3,13,7,1,12,0,12,2,2,0,0,5,8,20,10,0,41,26,,Q1,1.0,56.87,16.61,10.22,3.51,0.0,6.39,0.0,0.32,6.39,9.27,15.97,12.78,0.64,12.78,1.28,6.71,10.22,4.79,2.88,2.88,0.32,0.0,11.5,0.0,0.64,0.64,3.19,2.56,0.64,0.64,0.0,0.0,14.7,0.96,0.64,2.56,2.56,1.6,0.0,3.83,2.56,5.43,2.24,1.6,0.96,0.64,0.32,0.32,0.0,0.0,14.38,1.6,4.79,7.35,0.64,0.64,3.19,0.0,1.92,0.0,0.0,0.64,0.0,0.0
mt0010551970,2.2075,2.3475,1.9998711538461544,1.7238967948717945,1.6871794871794858,1.0,-1,1.0,1.0,0.7,1.0,0.7,0.15,35,49,40,18,49,22,22,18,24,9,56,76,1,5,0,12,7,21,17,22,12,0,1,1,0,1,8,3,0,0,0,10,0,10,5,0,25,0,0,0,0,0,10,0,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,13,6,0,13,1,2,6,0,0,6,16,2,2,0,0,2,0,0,0,4,23,0,0,7,2,0,6,1,0,6,31,4,11,8,7,0,0,0,9,1,35,6,25,0,0,8,0,27,0,12,0,6,0,0,6,70,25,43,0,0,6,0,0,0,0,0,0,0,0,0,0,6,11,5,11,0,0,27,0,0,1,1,0,0,0,0,0,0,0,2,2,0,10,0,7,10,27,5,0,0,0,22,27,0,0,8,8,0,5,5,3,18,0,0,0,0,15,5,11,6,0,13,6,,Q4,1.0,61.81,23.62,19.1,16.08,0.0,3.02,0.0,0.0,4.52,13.57,18.59,9.05,0.0,16.08,2.51,3.02,11.56,4.52,0.0,0.5,0.0,0.0,6.03,0.0,0.0,0.0,2.51,1.51,1.01,0.0,0.0,1.01,14.07,5.53,0.5,2.01,5.53,2.01,0.0,1.51,3.52,3.52,2.51,1.01,0.0,0.0,0.0,0.0,0.0,0.0,14.57,3.02,6.53,5.03,1.01,1.01,6.53,0.0,0.5,3.02,0.0,0.0,0.0,0.0
mt0010552303,2.276666666666667,2.3066666666666658,1.9143056497175155,1.6560864406779658,1.3333333333333308,1.0,-1,0.26666666666666666,1.0,0.7,1.0,0.7,0.061538461538461535,23,14,33,22,14,4,58,10,10,18,96,23,0,1,0,2,0,21,13,54,31,0,0,5,0,2,0,12,0,0,1,0,6,1,6,0,21,0,0,1,0,3,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,5,1,0,8,1,17,10,16,1,0,0,1,31,0,0,0,5,0,0,2,31,0,0,15,1,1,4,0,0,11,7,6,12,1,37,0,0,0,9,0,31,6,9,0,0,2,0,9,0,52,0,10,1,5,8,107,42,24,0,1,0,0,0,0,1,15,0,0,0,0,0,16,14,0,5,0,0,19,1,0,2,3,0,0,0,2,2,0,0,2,2,0,2,1,1,4,8,2,0,1,0,10,13,0,0,0,0,0,0,8,0,19,0,1,0,0,5,0,40,16,6,35,1,,Q1,1.0,66.39,24.59,15.98,5.33,0.0,10.66,0.0,0.0,8.61,1.23,28.69,13.11,6.15,17.21,3.28,5.33,9.43,11.89,2.87,7.38,0.0,0.0,13.11,0.0,0.0,1.23,1.23,0.82,0.41,0.41,0.0,0.0,25.41,1.23,0.0,6.97,9.43,5.33,0.82,1.23,13.52,1.23,0.82,0.41,0.0,0.41,0.41,0.0,0.0,0.0,16.39,6.15,2.46,5.74,0.41,0.0,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0
mt0010554175,3.0,2.64,2.0613576923076917,1.8312692307692304,1.86923076923077,1.0,1,1.0,0.24,0.12,0.054000000000000006,0.042,0.02608695652173913,48,0,48,74,0,0,16,0,16,0,40,40,24,0,0,0,24,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,32,8,0,8,0,0,0,0,0,0,0,0,0,8,2,8,0,0,0,0,0,8,48,8,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,8,32,0,0,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8,0,0,0,2,0,0,0,0,8,0,0,0,8,,Q1,1.0,56.67,30.0,30.0,13.33,3.33,13.33,0.0,0.0,0.0,13.33,26.67,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,43.33,0.0,0.0,0.0,26.67,13.33,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,0.0,13.33,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mt0010554620,1.5967857142857138,2.2828571428571443,1.938546706586825,1.7902994011976046,1.9257485029940131,1.0,-1,1.0,1.0,1.0,1.0,1.0,0.054000000000000006,24,37,22,19,35,27,28,18,12,4,30,25,6,2,0,4,8,13,12,9,5,6,0,3,0,2,0,5,0,0,0,25,50,6,39,1,19,0,0,21,0,1,56,0,4,2,0,1,1,0,0,10,2,2,0,0,6,0,10,9,9,0,3,2,1,3,1,1,2,6,0,0,0,0,0,0,0,1,1,8,1,0,8,1,0,8,0,0,4,3,6,6,1,7,0,0,0,3,0,3,0,14,0,0,0,0,13,0,1,0,13,2,9,16,58,9,7,0,1,8,1,0,0,1,2,6,0,0,0,37,55,3,23,2,0,1,29,1,0,0,1,8,0,18,5,31,0,0,1,1,2,0,7,3,2,14,7,0,0,0,8,15,0,2,1,3,0,0,3,0,5,0,0,0,0,1,1,2,0,11,17,7,,Q2,1.0,34.63,8.66,8.23,6.06,0.0,0.43,1.3,0.43,0.43,8.23,6.49,2.16,2.16,3.9,0.0,1.3,8.23,4.76,2.16,0.43,0.0,2.16,14.29,0.0,0.0,8.23,13.42,2.6,10.82,0.0,2.16,0.0,9.96,1.3,0.43,0.43,0.87,0.87,0.0,4.76,0.87,3.03,1.73,0.0,1.3,7.79,3.9,1.73,1.73,0.43,12.12,4.33,6.06,1.73,0.43,1.73,3.46,0.0,0.43,11.69,0.87,4.33,0.0,0.0
mt0010570500,2.58,2.078888888888889,1.8518914572864318,1.7538040201005023,1.7678391959798982,1.0,-1,1.0,0.72,0.12857142857142856,0.15,0.10666666666666667,0.12857142857142856,36,13,37,31,13,16,59,20,21,12,223,31,0,3,0,6,6,24,0,17,12,0,0,11,0,18,6,3,0,2,2,0,24,4,27,3,38,0,0,0,1,11,28,0,1,0,0,0,0,1,0,12,6,0,0,4,0,2,3,45,32,1,10,1,5,27,4,12,3,1,2,22,0,1,7,2,4,4,10,37,1,0,8,3,1,7,3,0,2,26,2,12,9,23,4,3,1,6,5,34,5,65,3,9,18,0,6,5,19,0,8,1,5,12,140,67,15,0,0,8,3,0,0,5,7,0,1,1,0,2,27,5,0,1,0,0,6,2,0,1,3,3,0,0,14,17,0,0,1,1,0,2,1,0,22,25,35,0,0,0,9,44,2,0,36,38,0,4,26,0,12,0,3,0,0,3,3,15,1,5,89,31,,Q1,1.0,52.92,15.33,12.04,2.19,5.84,4.01,0.0,0.0,3.28,4.01,13.14,4.01,0.0,12.04,0.73,7.66,14.23,6.57,1.82,2.92,1.82,0.0,17.15,0.36,1.09,4.38,1.82,1.82,0.73,0.36,0.0,0.36,21.17,1.09,0.0,0.36,0.73,1.46,0.36,16.42,0.73,9.49,2.92,5.11,2.92,0.73,0.73,0.0,0.0,0.0,29.2,6.93,13.87,8.76,6.57,6.93,1.82,0.0,0.0,0.0,0.0,2.92,0.0,0.0
mt0010611876,2.7055555555555566,2.3588888888888886,1.932469827586208,1.7397422413793109,1.6999999999999995,1.0,-1,1.0,0.3333333333333333,0.45,0.225,0.175,0.052941176470588235,7,11,7,15,11,6,17,6,18,0,20,16,0,1,0,4,5,11,7,8,6,0,0,9,1,0,1,0,0,0,0,1,19,0,5,1,5,0,0,0,1,9,19,0,3,0,1,0,0,2,0,1,1,0,0,0,0,0,1,8,1,1,4,0,0,3,0,0,1,2,2,0,0,0,0,1,0,1,0,1,1,0,8,3,0,1,0,0,4,3,3,8,6,10,0,0,0,3,0,30,5,16,2,3,2,0,19,0,22,0,2,2,4,3,20,8,18,0,0,2,1,0,0,2,0,0,0,0,0,4,9,0,1,0,0,0,1,0,0,2,2,1,0,0,8,9,0,0,2,2,0,0,0,1,16,17,1,0,2,0,12,15,0,0,2,2,1,1,4,2,11,2,1,0,0,1,1,2,2,4,25,3,,Q1,1.0,57.71,31.43,28.0,16.57,0.0,10.29,0.0,1.14,3.43,1.71,19.43,12.57,6.86,12.57,0.0,8.57,5.14,3.43,2.29,1.14,0.0,0.0,17.14,0.0,0.0,5.14,2.86,0.57,2.29,0.57,0.0,0.57,8.0,2.29,0.57,1.14,2.29,0.0,0.0,1.71,1.71,4.57,0.57,0.57,3.43,2.29,2.29,0.0,0.0,0.0,17.14,5.14,4.0,8.0,0.0,0.57,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.57
mt0010612023,2.082,2.5540000000000003,1.8264814207650288,1.6602030054644794,1.558469945355191,1.0,1,1.0,0.84,1.0,0.42,1.0,1.0,65,74,63,37,71,23,102,21,10,2,116,62,0,0,0,31,12,15,21,29,13,0,0,5,0,6,3,8,0,4,15,4,16,1,13,4,28,4,1,5,7,1,18,2,5,3,0,1,0,1,0,13,5,3,1,0,0,4,13,15,3,5,5,5,10,13,1,5,3,8,5,5,1,0,0,0,3,11,6,8,0,0,31,17,2,4,2,0,30,22,11,15,11,35,3,1,2,1,0,17,4,60,2,39,13,9,25,0,35,5,3,0,1,23,109,33,43,1,2,2,1,2,0,5,0,3,4,0,0,16,33,27,3,3,0,2,35,1,0,4,5,14,0,3,1,18,0,1,1,2,0,3,9,1,0,13,11,0,1,1,45,58,0,0,0,0,1,3,20,8,4,1,4,0,0,2,15,10,9,1,36,5,,Q2,1.0,48.33,16.11,10.56,5.19,0.0,3.7,0.93,0.74,5.56,9.44,16.85,7.59,5.93,9.81,0.74,3.15,10.0,4.26,2.22,0.93,0.37,3.52,8.15,0.19,0.0,1.11,5.93,3.15,3.7,0.37,2.41,0.19,12.22,2.59,1.11,1.3,1.48,0.56,0.56,4.81,1.48,2.59,2.04,0.19,0.37,6.3,3.89,1.85,2.78,2.04,10.93,1.67,7.22,3.89,0.37,1.3,0.37,0.19,0.0,0.93,0.19,0.93,0.0,1.3
mt0010616215,2.077857142857143,2.3600000000000003,1.8125706093189957,1.6616010752688148,1.5426523297491035,1.0,-1,1.0,1.0,1.0,1.0,1.0,0.225,45,37,46,34,36,39,68,18,25,4,123,44,0,0,0,14,8,11,9,17,19,1,4,8,0,11,3,5,2,11,24,1,17,3,7,1,53,6,0,3,3,1,20,1,7,5,1,0,0,1,0,21,8,5,0,0,5,3,4,28,18,1,0,3,12,4,1,10,6,16,1,5,2,1,4,4,2,4,7,21,3,1,11,13,6,8,0,0,7,8,11,23,16,19,1,1,0,3,0,33,12,23,1,1,11,9,11,3,19,9,4,4,21,14,133,42,19,0,0,5,5,0,1,4,2,5,6,0,0,12,40,5,1,4,0,1,11,0,1,4,5,10,0,0,0,10,0,0,2,2,0,4,13,0,0,17,9,0,0,3,19,31,0,0,2,2,6,3,12,1,1,0,2,0,0,2,8,9,7,25,37,18,,Q2,1.0,47.87,12.13,10.11,4.04,0.9,3.6,0.9,0.67,2.02,10.56,13.26,6.74,1.12,10.56,1.35,3.6,9.44,6.74,3.82,0.45,0.22,3.37,9.21,0.0,0.22,0.45,6.29,2.02,4.49,0.45,3.37,0.0,12.13,0.45,0.9,1.35,1.35,0.22,0.0,6.52,2.92,3.15,1.8,0.0,0.22,4.94,1.35,0.22,2.92,0.9,11.69,3.37,4.49,4.27,0.9,0.67,0.67,0.67,0.22,0.45,0.0,0.0,0.0,0.9
mt0010623104,1.7935294117647056,2.3005882352941183,1.8196064285714293,1.634313571428571,1.5357142857142851,1.0,-1,1.0,0.4,1.0,0.72,0.72,0.12,59,63,59,42,55,49,89,26,17,6,143,55,8,2,0,24,16,24,11,23,11,3,2,9,2,11,4,16,2,4,19,0,11,9,15,3,56,3,0,5,1,0,20,5,6,3,1,1,0,0,1,19,11,2,0,0,4,2,7,31,15,1,5,7,15,13,1,15,4,5,5,10,2,1,1,1,5,20,14,22,0,0,13,25,9,10,1,0,6,18,15,20,10,33,8,0,8,2,0,20,5,22,0,7,12,5,18,1,6,4,5,1,6,12,183,49,19,0,8,3,0,3,0,7,0,5,4,0,0,20,42,27,0,3,0,0,30,2,0,6,8,9,0,3,0,12,0,0,4,4,0,6,6,8,0,20,18,0,0,0,31,49,1,0,7,8,2,12,12,6,6,2,3,0,0,6,14,11,5,7,25,10,,Q2,1.0,45.23,13.49,8.3,5.39,0.41,1.87,0.41,0.21,5.19,7.88,14.52,6.85,2.9,9.13,2.49,3.32,8.71,6.02,1.87,1.45,2.07,0.62,6.22,0.0,0.0,1.45,4.77,2.49,2.49,0.21,2.07,0.21,14.52,0.83,2.9,0.62,0.83,1.24,0.21,6.43,1.87,2.49,1.66,0.83,0.0,2.28,1.87,0.83,0.62,0.41,8.71,2.7,3.11,4.15,0.62,1.04,0.62,0.41,1.04,0.21,0.0,0.21,0.0,1.66
